lot_area,firstfloor_sqft,living_area,bath,garage_area,price
1680,525,1092,1,264,88000
8414,1068,1068,1,264,154500
7758,999,999,1,264,132500
1953,483,987,1,264,83000
1680,483,987,1,264,89500
1680,483,987,1,264,118000
1680,483,987,1,264,85400
1680,483,987,1,264,100000
8012,923,923,2,264,143000
6951,923,923,1,264,119500
7892,918,918,2,264,99500
9477,892,892,1,264,110000
8314,816,816,1,264,124500
6600,816,816,1,264,130500
7175,752,752,1,264,125000
7200,851,1502,1,270,149000
10634,1319,1319,1,270,123000
8246,1060,1060,1,270,154000
9600,1041,1041,1,270,124500
5684,813,813,1,270,110000
9600,1112,1668,1,271,140000
8544,1228,1228,1,271,149350
10800,1047,1047,1,273,100000
5784,886,886,1,273,91300
11425,1008,1008,1,275,137000
10150,912,912,1,275,114500
10267,838,838,1,275,130000
9937,1256,1256,1,276,147500
7200,988,988,1,276,119000
7585,1002,1456,1,280,91500
6000,825,1412,1,280,132500
1680,630,1302,2,280,112000
9060,698,1258,1,280,105000
8248,686,1250,1,280,116000
7449,1108,1108,1,280,139400
9920,1063,1063,1,280,128000
6380,1048,1048,1,280,113000
7200,1022,1022,1,280,85000
1869,483,987,1,280,106000
9758,950,950,1,280,119500
8190,948,948,1,280,119000
12180,672,924,1,280,80000
7990,924,924,1,280,110000
9819,900,900,1,280,122000
9353,864,864,1,280,116050
11409,1148,1716,1,281,131000
4500,848,1520,1,281,159434
6000,901,901,1,281,107900
10918,1276,2080,1,282,234000
13710,910,1558,1,282,152000
8475,952,952,1,283,135750
17140,1229,1229,1,284,135000
12342,1422,1422,1,286,139900
9000,1128,1128,1,286,118000
2217,546,1092,1,286,88000
2001,546,1092,1,286,75000
1974,546,1092,1,286,83500
10152,1048,1048,1,286,135000
7560,1040,1040,1,286,133700
1526,630,630,1,286,86000
1477,630,630,1,286,80000
6627,720,720,1,287,72500
10930,1048,1558,1,288,140000
14559,1363,1363,1,288,164900
6930,1352,1352,1,288,130000
12144,1036,1268,1,288,133000
9600,1032,1252,1,288,119000
6993,1236,1236,1,288,135000
10762,626,1217,1,288,120000
7200,581,1111,1,288,101000
5700,572,1111,1,288,116900
10500,576,1109,1,288,139000
11616,1092,1092,1,288,139000
9464,1080,1080,1,288,136000
8400,1052,1052,1,288,138500
1680,483,987,1,288,94500
8926,960,960,1,288,112000
13526,935,935,1,288,137000
6000,928,928,1,288,112500
7800,912,912,1,288,115000
6768,912,912,1,288,142000
6173,902,902,1,288,125500
7838,900,900,1,288,123000
7800,899,899,1,288,130000
7150,892,892,1,288,100000
9858,874,874,1,288,130000
9560,864,864,1,288,128500
7332,864,864,1,288,120000
8877,816,816,1,288,100000
11500,845,845,1,290,84000
11600,1383,1383,1,292,145250
7560,1339,1339,1,294,139000
8400,1314,1314,1,294,145000
8339,882,882,1,294,106500
8400,841,841,1,294,82000
9084,755,1510,1,296,108000
9150,1431,1431,1,296,165000
7200,803,1360,1,297,125500
12400,1215,1215,1,297,155000
9000,1196,1196,1,297,139000
1596,526,988,1,297,91000
7535,912,912,1,297,120000
10900,689,1392,1,299,161750
9364,663,1352,1,299,158000
15870,1096,1096,1,299,138800
14850,1092,1092,1,299,141000
8775,990,990,1,299,126000
13825,1021,1601,1,300,140000
16466,872,1393,1,300,135500
6629,697,1369,2,300,103600
14000,1152,1152,1,300,158500
7945,1150,1150,1,300,141000
10205,999,999,1,300,134500
9920,971,971,1,300,128500
7800,965,965,1,300,119900
8978,948,948,1,300,108000
9100,864,864,1,300,127500
9750,1442,1442,1,301,157900
12772,958,958,1,301,151500
10708,1867,1867,1,303,190000
11250,1104,1788,1,304,161500
8450,1056,1056,1,304,142000
7500,1246,1246,1,305,154000
4712,774,1230,1,305,121600
8280,932,932,1,306,124000
10120,964,1889,1,308,122000
5000,1026,1691,2,308,127000
15576,840,1680,2,308,177000
16905,1328,1328,1,308,170000
7931,1269,1269,1,308,155000
6000,679,1183,1,308,120000
6420,1148,1148,1,308,123500
8176,1056,1056,1,308,139000
7500,1040,1040,1,308,133000
8263,1012,1012,1,308,118400
6000,960,960,1,308,108500
9200,938,938,1,308,130250
5868,936,936,1,308,129000
9100,779,935,1,308,79500
11100,930,930,1,308,84900
10650,894,894,1,308,128200
6600,894,894,1,308,109500
12702,882,882,1,308,97000
7100,816,816,1,308,129900
9000,480,480,0,308,35311
9350,1302,1302,2,309,158000
9480,888,1644,1,312,146500
6435,972,1577,1,312,140200
11512,1357,1357,1,312,177000
21286,720,1271,2,312,135000
11340,1200,1200,1,312,125000
8760,1194,1194,1,312,148000
26142,1188,1188,1,312,157900
12493,1100,1100,1,312,141000
10007,1053,1053,1,312,145500
10496,1168,1846,2,315,143000
11344,874,1524,1,315,144000
10355,1214,1214,2,318,143000
16321,1600,1600,1,319,207500
10800,880,1768,1,320,163000
8250,1211,1211,1,322,134000
9000,832,1482,1,324,143000
9525,1216,1855,2,325,136900
5400,1073,1073,1,326,108480
5400,833,833,1,326,117000
8765,951,951,1,327,106500
8385,985,985,2,328,149900
17503,912,1458,1,330,97500
9638,1699,2447,2,336,169000
21750,1771,1771,1,336,115000
2665,925,1475,2,336,127000
2665,616,1304,1,336,115000
11988,1244,1244,1,336,150000
8480,832,1216,1,336,118500
11553,1159,1159,1,336,158000
9204,1144,1144,1,336,124000
2592,536,1112,1,336,85000
8521,912,912,1,336,125000
8450,894,894,1,336,138500
7000,864,864,1,336,136500
9600,1632,1632,2,338,139000
5400,840,1374,1,338,105000
8967,1077,1077,1,338,67000
9600,1050,1050,1,338,128900
15523,864,864,1,338,133500
7558,1172,1913,1,342,177000
8125,702,1481,2,343,174000
24090,1207,2403,2,349,244400
13673,1696,1696,1,349,143900
9571,1276,1276,1,350,60000
12150,1050,1795,2,352,131500
10624,1728,1728,2,352,119000
5000,889,1440,1,352,79000
10920,1253,1253,1,352,157000
7015,979,1203,1,352,110000
7200,1125,1125,1,352,125000
9525,1099,1099,1,352,144000
12968,912,912,1,352,144000
8593,907,907,1,352,109008
7180,864,864,1,352,127000
7200,780,780,1,352,124900
4280,694,694,1,352,90350
13284,1383,1383,1,354,165000
9880,1118,1118,1,358,171000
45600,1307,2358,3,360,240000
16560,1170,2345,2,360,239000
8100,1075,2138,2,360,106000
6240,1128,1573,2,360,162900
9600,768,1432,2,360,132000
9600,689,1378,2,360,161000
8960,1028,1028,1,360,115000
8281,864,864,1,360,62383
7599,845,845,1,360,129500
5000,803,803,1,360,87000
9000,784,784,1,360,76000
8562,1526,1526,1,364,144500
9600,1520,1520,1,364,153000
10246,960,960,0,364,145000
10625,835,835,1,366,83000
4058,767,767,1,367,133000
12513,1281,1738,2,368,104900
10659,1050,1050,1,368,136500
13053,1053,1848,1,370,207000
21930,734,1838,2,372,192140
10364,806,1572,2,373,168000
15750,1336,1336,1,375,157000
9600,1661,1661,1,377,165500
5790,840,1605,2,379,107400
12168,1940,3194,2,380,359100
2522,970,1709,2,380,130000
2522,970,1709,2,380,130000
2522,970,1709,2,380,137500
3363,976,1708,2,380,130000
7837,799,1571,2,380,178000
8730,698,1396,1,384,153575
8405,961,1367,1,384,119000
11767,796,1346,1,384,112000
8712,859,1178,1,384,102776
9200,1136,1136,1,384,140000
8900,1056,1056,1,384,107000
11200,1040,1040,1,384,129500
9750,980,980,2,384,135500
7094,894,894,1,384,125000
7742,955,955,1,386,127000
15384,788,1490,2,388,184000
13869,794,1470,2,388,177000
3182,1266,1266,2,388,159895
9636,808,1593,2,389,178000
8068,1010,2267,2,390,200000
8755,1022,2060,2,390,214000
12224,1022,2054,2,390,244000
36500,1582,1582,2,390,190000
12589,742,1484,2,390,174000
8461,728,1456,2,390,163990
9125,812,1482,2,392,163900
9738,949,1221,1,392,104900
7200,827,827,1,392,107500
7875,807,1509,2,393,180000
7861,807,1509,2,393,183200
10237,783,1484,2,393,178900
9600,1134,2058,1,396,129500
21780,1163,1674,2,396,185000
8899,1340,1340,2,396,181134
8877,1220,1220,1,396,102000
8445,768,768,1,396,133000
7200,768,768,1,396,133900
6931,760,1656,2,397,165400
10237,1316,1316,2,397,169990
3182,1145,1145,2,397,160200
7415,864,1593,2,398,193000
3072,1414,1414,2,398,178740
7000,865,1310,2,398,112000
7596,960,1960,2,400,124500
11345,928,1920,2,400,137000
13758,1187,1717,2,400,187500
11911,684,1560,2,400,174000
7018,1535,1535,2,400,118858
11435,792,1517,1,400,230000
12155,810,1482,2,400,140000
8530,804,1474,2,400,168500
9018,728,1456,2,400,179540
8029,728,1456,2,400,176000
3196,1456,1456,2,400,215000
9967,774,1430,2,400,170000
7750,774,1430,2,400,180000
9735,754,1394,2,400,167500
7750,660,1320,2,400,162000
8767,1310,1310,2,400,164990
12900,1258,1258,0,400,108959
7500,1221,1221,2,400,185000
9248,1167,1167,2,400,173000
9587,1166,1166,2,400,190000
8544,1040,1040,2,400,87500
8544,1040,1040,2,400,93500
8544,1040,1040,2,400,92900
9450,894,894,1,400,110000
19138,864,864,1,400,141000
10784,802,1472,2,402,160000
7875,1253,1253,2,402,176000
4500,1224,1224,2,402,165000
4500,1216,1216,2,402,164000
9056,707,1414,2,403,178000
11200,1298,1298,2,403,180000
7910,1507,1507,2,404,127000
4500,1337,1337,2,405,153500
21872,729,1446,2,406,175000
7162,904,904,1,408,109900
10832,1086,1895,2,409,194500
13031,691,1498,2,409,187500
7018,1535,1535,2,410,118964
8199,728,1456,2,410,189000
7800,793,1118,1,410,119900
4500,1204,1204,2,412,162000
11207,802,1511,2,413,185000
8892,910,910,1,414,116000
14442,1839,1839,2,416,257500
10800,966,1652,2,416,139000
9600,1644,1644,1,418,167000
10010,1389,1389,1,418,170000
12090,1165,2263,2,420,258000
10615,1014,1699,2,420,95000
5000,1004,1664,2,420,159000
3196,1557,1557,2,420,234000
7685,697,1501,2,420,165600
9765,680,1470,2,420,185000
7200,1048,1048,1,420,98300
7200,1040,1040,1,420,109900
7200,1040,1040,2,420,90000
4438,848,848,1,420,149000
4438,848,848,1,420,144500
4435,848,848,1,420,140000
4435,848,848,1,420,131500
4435,848,848,1,420,155900
4435,848,848,1,420,144000
4435,848,848,1,420,136500
4426,848,848,1,420,141000
4426,848,848,1,420,143000
4426,848,848,1,420,149300
23257,887,2021,2,422,274725
9303,888,1756,2,422,204000
12508,983,1750,2,423,160000
17671,916,1742,1,424,168000
9317,1006,1775,2,425,213000
17104,664,1496,2,426,179665
10141,885,1718,2,427,185000
8738,1005,2291,2,429,230000
15578,728,1456,2,429,172785
9100,925,925,1,429,117500
3182,1555,1555,2,430,192500
16158,1530,1530,2,430,260000
3182,1269,1269,2,430,192000
8536,1125,1125,1,430,155000
15660,1137,1954,1,431,311500
14191,993,1908,2,431,202900
11214,956,1886,2,431,199900
8000,773,1658,2,431,188000
2887,1291,1291,1,431,173000
6600,1378,2372,2,432,107500
19690,1575,2201,2,432,274970
11275,1096,1991,1,432,220000
7795,716,1432,2,432,188500
8499,616,1412,2,432,156932
13360,964,964,1,432,163500
10921,960,960,1,432,94750
5890,816,816,1,432,120500
12394,847,1733,2,433,225000
9120,1261,1261,1,433,163000
9505,884,2035,2,434,222500
11796,847,1959,2,434,215000
12393,847,1948,2,434,195000
8200,847,1928,2,434,219500
11475,811,1552,2,434,179900
17043,1586,1586,2,435,181000
8993,1302,1302,2,436,176485
9600,1067,1067,2,436,128000
3182,1504,1504,2,437,191000
8125,1112,1550,2,438,241000
3010,1248,1248,2,438,167240
9590,1146,1146,2,438,187500
39104,1363,1363,1,439,241500
10000,1178,1178,1,439,157000
10570,1549,2727,2,440,315000
6204,954,2230,1,440,118500
7851,860,1960,2,440,216500
9142,908,1928,2,440,137000
9760,1020,1851,2,440,187000
9786,1085,1734,1,440,159000
10335,1721,1721,2,440,180000
8244,840,1720,2,440,183500
11184,918,1683,2,440,172500
8737,915,1635,1,440,210000
14145,1621,1621,2,440,202500
2117,769,1573,2,440,177500
2308,804,1548,2,440,155000
2117,769,1525,2,440,177000
2117,756,1512,2,440,168500
3013,1506,1506,2,440,213490
2280,757,1501,2,440,179400
3230,742,1471,2,440,172500
3230,729,1458,2,440,176000
11103,728,1456,2,440,155835
2280,855,1456,2,440,148500
2280,855,1456,2,440,146000
2289,855,1441,2,440,148500
7950,698,1426,1,440,159500
7844,672,1400,1,440,149500
11616,672,1386,2,440,158900
2368,765,1365,1,440,125000
1920,765,1365,1,440,122500
8658,1324,1324,2,440,160000
2308,855,1322,2,440,147000
11175,1316,1316,2,440,200141
9317,1314,1314,2,440,176432
2016,630,1302,2,440,106000
6911,1301,1301,1,440,100000
10440,682,1230,1,440,110000
6000,869,1218,1,440,131000
4800,1196,1196,1,440,109900
8546,1121,1121,2,440,140000
4400,734,1118,1,440,116000
10000,1116,1116,1,440,160000
6000,1103,1103,1,440,110500
4043,1069,1069,2,440,140000
4043,1069,1069,2,440,127500
8816,1052,1052,1,440,155000
7930,1026,1026,1,440,156000
10356,969,969,1,440,122000
4928,958,958,2,440,128000
4928,958,958,2,440,143750
13350,894,894,1,440,142500
11888,1445,2134,2,441,214500
11700,829,1556,1,441,154000
7700,1051,1839,1,442,155000
7500,1028,1804,2,442,189000
9760,798,1611,1,442,167900
8400,1478,1478,1,442,156500
12205,976,2087,2,444,187500
5271,1453,1453,1,445,190000
10552,1700,1700,1,447,165500
10011,1236,1236,1,447,134450
21000,2259,2259,2,450,217000
7024,1090,1090,1,450,157000
6120,1015,1015,1,450,88000
9764,894,894,1,450,130000
8724,894,894,1,450,129000
13650,1252,1920,2,451,172500
10261,962,1792,2,451,186500
9750,1630,1630,2,451,213000
11310,1375,1375,1,451,140000
7024,1132,1132,1,451,176000
13680,1733,1733,2,452,139600
1950,716,1556,2,452,151000
25095,1473,1473,1,452,143000
7590,660,1348,1,453,155000
7500,1266,1266,2,453,176000
14364,1180,2062,2,454,277000
17920,1779,1779,1,454,170000
9920,1127,2013,2,455,269790
8820,1188,1869,1,456,124900
7875,1144,1144,1,456,139950
9453,1014,1744,2,457,194500
3182,1504,1504,2,457,181000
9790,1342,1342,2,457,161500
11900,1392,1392,1,458,166000
11235,1382,1382,1,459,148000
8121,953,1664,2,460,172400
7917,953,1647,2,460,175000
8773,916,1600,2,460,169000
7577,1362,1362,2,460,194700
9600,1262,1262,2,460,181500
10420,1212,1212,2,460,186000
9750,1054,1054,1,460,151000
9300,1264,1264,1,461,167500
8800,1251,1251,1,461,160000
9170,1214,1214,1,461,140000
3696,1088,1088,1,461,170000
8892,1065,1065,1,461,126500
7700,882,882,1,461,112500
16059,1301,2417,2,462,260000
11218,1055,1845,2,462,189000
9084,955,1632,2,462,176500
10793,780,1620,2,462,152000
8400,1537,1537,1,462,174000
9156,1489,1489,2,462,185750
5395,1337,1337,2,462,180000
2160,624,1252,2,462,160000
1300,561,1229,1,462,124000
9842,1224,1224,2,462,101800
8880,1222,2110,2,463,205000
8123,1007,1800,2,463,179000
8063,948,1690,2,463,181000
8120,864,864,1,463,124500
9828,1142,2020,2,466,239500
4230,1352,1352,2,466,208900
29959,979,1850,2,467,248000
12546,1440,1440,2,467,182900
6120,1022,1774,2,468,129900
10690,672,1344,1,468,147000
14115,1811,1811,1,470,230000
15426,928,1764,2,470,231500
10839,926,1604,2,470,181000
7540,912,912,1,470,156000
9554,1065,1911,2,471,215000
8462,936,1721,2,471,201000
6853,1296,1296,2,471,220000
10852,959,1671,2,472,173000
9042,943,1638,2,472,192000
10264,1588,1588,2,472,214000
10004,1516,1516,1,472,167000
9037,1484,1484,2,472,265900
4671,1228,1228,2,472,189000
10846,1719,1719,1,473,324000
10125,1279,1279,2,473,171500
14006,936,1776,2,474,192500
2628,764,1626,2,474,175500
2448,764,1626,2,474,154000
2268,764,1626,2,474,173000
9158,1496,1496,2,474,225000
6955,1368,1368,2,474,202500
6792,1368,1368,2,474,202665
13517,725,1479,2,475,130500
9206,977,1732,2,476,178000
8400,888,1564,2,476,171000
12090,1140,1868,3,477,178000
9187,1766,1766,2,478,370878
11880,1601,1601,2,478,157000
11361,1523,1523,2,478,180000
11883,1504,1504,2,478,203000
3136,1405,1405,2,478,171750
10140,1350,1350,2,478,165000
10400,1370,1370,2,479,152000
11600,1105,2274,2,480,154300
2645,983,1739,2,480,172500
17871,1724,1724,1,480,197900
10300,902,1710,2,480,140000
9855,1689,1689,1,480,127500
10603,1610,1610,2,480,205000
9937,1486,1486,1,480,167000
12886,1464,1464,2,480,175000
11639,1428,1428,2,480,182000
14115,796,1362,1,480,143000
8500,1235,1235,1,480,98600
2544,520,1223,2,480,147400
3182,600,1200,2,480,151000
3180,520,1200,2,480,151000
3180,520,1200,2,480,144152
11000,1154,1154,1,480,154000
8816,1121,1121,1,480,139000
5105,551,1102,2,480,148800
9672,1097,1097,2,480,152000
8800,1054,1054,1,480,137500
11241,1004,1004,1,480,149000
8072,990,990,1,480,138000
8520,968,968,1,480,100000
8294,872,872,1,480,123000
9549,1494,1494,1,481,270000
5587,1652,1652,2,482,392500
3842,1646,1646,2,482,275000
10480,1098,1964,2,483,205000
7056,983,1796,1,483,140000
32668,2515,2515,3,484,200624
13005,1153,2353,2,484,260000
10382,1107,2090,2,484,200000
11426,1362,2082,2,484,200000
10304,1088,1868,2,484,197500
9100,1836,1836,2,484,216837
13125,1803,1803,2,484,155000
15602,1801,1801,2,484,289000
10400,1012,1790,1,484,165150
12155,1657,1657,2,484,163500
9130,800,1632,1,484,173000
7153,810,1603,2,484,175900
7472,725,1479,1,484,184000
4403,1478,1478,2,484,222000
8450,1436,1436,2,484,210000
2572,696,1416,2,484,155000
6442,1370,1370,2,484,202500
7052,1364,1364,2,484,185850
8198,1358,1358,2,484,207000
6371,1358,1358,2,484,224000
9503,1344,1344,1,484,144000
8049,1339,1339,2,484,180000
5500,926,1316,1,484,130000
10140,1309,1309,1,484,181000
11049,1234,1234,2,484,179900
14112,1152,1152,1,484,180500
13072,1141,1141,1,484,142500
17400,1126,1126,2,484,160000
13400,1086,1086,1,484,159950
9187,1080,1080,1,484,134000
8800,1040,1040,2,484,150500
7064,980,980,1,484,135000
8885,902,902,1,484,131000
8520,720,720,1,484,105900
13600,1186,1986,2,486,205000
9900,1098,1978,2,486,176000
16770,1195,1839,2,486,221000
14200,1216,2157,2,487,226000
10192,1222,1920,3,487,170000
12243,1484,1484,2,487,175000
10762,1005,1983,2,490,225000
9247,858,1716,1,490,171000
9991,1620,1620,2,490,150000
2651,673,1382,2,490,165000
9020,1165,1165,1,490,174900
10200,1086,1086,1,490,144900
7136,979,1958,2,492,145000
13450,920,1861,2,492,200000
13700,902,1820,1,492,201800
12134,1080,1752,2,492,164000
2645,764,1441,2,492,174000
8471,1212,1212,1,492,151000
8750,933,1908,2,493,210000
8935,831,1660,2,493,195000
8773,1414,1414,2,494,185500
14803,1097,1993,2,495,190000
8731,1167,1167,1,495,144000
10452,1094,1094,1,495,155000
10140,1074,1074,1,495,153500
10421,980,1714,2,496,196500
7153,1294,1294,2,496,179200
12936,735,1395,1,497,162000
9947,1217,1217,2,497,173000
17600,1478,1478,2,498,157500
8532,1297,1297,1,498,153000
5664,1659,1659,2,499,278000
5330,1652,1652,2,499,251000
13175,2073,2073,2,500,210000
11317,840,1668,2,500,180000
10182,1660,1660,2,500,290000
11851,1442,1442,2,500,180500
14963,1288,1288,1,500,245500
12537,1078,1078,1,500,149900
53107,1079,1953,2,501,240000
24682,892,1675,2,502,181000
10635,1668,1668,2,502,232000
6155,751,1362,2,502,128000
9350,1265,1265,2,502,179900
11606,1040,2080,1,504,135000
11194,1454,1936,2,504,230500
5306,1064,1767,2,504,239000
9100,1728,1728,2,504,125000
10197,1362,1362,1,504,163000
7917,1113,1113,1,504,148000
8250,1092,1092,1,504,145000
8712,1044,1044,1,504,55993
11625,1039,1039,1,504,131500
10530,1004,1004,1,504,135000
9180,884,884,1,504,144000
5232,764,764,1,504,73000
27650,2069,2069,2,505,242000
10005,1156,2022,2,505,192000
12160,1505,1505,1,505,149500
7200,1260,2291,2,506,133900
10041,927,1915,2,506,220000
9291,832,1710,2,506,187000
5119,1709,1709,2,506,328900
9246,1656,1656,2,506,135000
3735,713,1452,2,506,183900
7763,1283,1283,1,506,140000
20781,2156,2156,2,508,262500
13125,1493,1493,2,508,208900
8814,1274,1274,2,508,203000
13000,1182,2142,2,509,193500
11316,824,1894,2,510,214900
16669,1707,1707,2,511,228000
4060,1337,1337,2,511,181000
9600,1094,1855,2,512,187000
8750,909,1716,2,512,191000
4571,624,1344,1,513,98000
11839,1532,2329,2,514,262280
16196,1494,1494,2,514,215000
9500,1394,1394,1,514,159000
10289,1073,1073,1,515,156000
13651,2223,2223,2,516,244000
10791,1296,1296,2,516,90000
11120,1232,1232,2,516,162500
8472,816,816,1,516,110000
17542,1516,2167,2,518,294000
10440,1584,2792,2,520,256000
10800,1766,2414,2,520,160000
13515,1060,1824,1,520,180500
8366,798,1640,2,520,173000
8320,770,1582,2,520,185900
9020,1350,1350,1,520,168500
8777,1126,1126,2,520,108000
21750,988,988,1,520,113000
10029,1164,2060,2,521,211000
11249,1200,1200,2,521,177500
11160,2110,2110,2,522,244000
11838,1788,1788,2,522,236500
8750,804,1682,2,523,200500
10944,1223,2127,2,525,271000
14375,1344,1344,1,525,137500
8700,1128,1128,2,525,155000
3675,1072,1072,1,525,148000
3675,1072,1072,2,525,140000
3675,1072,1072,1,525,145000
10628,1277,1277,1,526,167000
8924,880,1724,2,527,188000
10593,1720,1720,2,527,260400
8749,1459,1459,2,527,192000
8529,1434,1434,2,527,189000
7750,779,1419,2,527,184100
7018,1120,2240,2,528,142953
10680,2136,2136,2,528,137900
11500,1680,1680,2,528,136905
8400,810,1665,2,528,227000
10140,832,1664,2,528,162900
31770,1656,1656,1,528,215000
21384,1072,1576,1,528,223500
6820,1502,1502,1,528,212000
17755,1466,1466,1,528,149900
10768,1437,1437,2,528,218000
11341,1392,1392,1,528,121500
7740,741,1363,1,528,125500
9790,1328,1328,1,528,143000
8197,1285,1285,1,528,143500
11040,1258,1258,2,528,145000
10721,1252,1252,1,528,142000
4251,625,1250,2,528,164700
9600,1242,1242,1,528,175500
7018,1224,1224,0,528,153337
3951,612,1224,2,528,164500
3000,612,1224,2,528,173733
12354,684,1196,1,528,110000
6240,816,1176,1,528,114500
10625,1173,1173,2,528,170000
9600,1164,1164,1,528,140000
4224,1142,1142,1,528,134000
7500,698,1128,1,528,68400
12000,1122,1122,1,528,147000
10206,944,944,1,528,82000
9000,864,864,1,528,120500
8740,860,860,1,528,137000
7227,832,832,1,528,105500
5825,747,747,1,528,79900
53227,1663,1663,1,529,256000
16635,1602,1602,2,529,215000
8012,1575,1575,2,529,179200
8640,1372,1372,2,529,250580
11075,1168,1968,2,530,172000
10400,1682,1682,2,530,174000
12803,1494,1494,2,530,221000
4282,1391,1391,2,530,196000
7892,1199,1199,2,530,153900
11885,1299,1872,2,531,261500
8450,1337,1337,2,531,185000
12160,1188,1188,1,531,142000
11414,1136,2019,1,532,167500
12182,1541,1541,2,532,220000
9135,1536,1536,2,532,214000
10171,1535,1535,2,532,214000
14000,1306,2260,2,533,328000
8012,1617,1617,2,533,193000
11952,1161,1969,2,534,190000
9742,1795,1795,2,534,230000
13860,2000,2704,2,538,345000
28698,1160,2126,2,538,185000
4750,1625,1625,2,538,235000
16659,1468,2263,2,539,235000
8930,1318,1902,2,539,112000
11700,1041,1743,1,539,175000
10125,1302,1734,2,539,126000
8450,1349,1349,2,539,179000
6240,848,1208,1,539,103000
8910,1194,1194,1,539,159500
11333,1062,1062,1,539,146800
12342,861,861,1,539,82500
13728,1236,2108,2,540,235000
9500,1127,1977,1,540,165000
9120,943,1876,2,540,185000
16381,1844,1844,2,540,223000
21695,1680,1680,2,540,222000
8633,738,1476,2,540,173500
3604,703,1392,2,540,146000
7728,1190,1190,1,540,132500
15611,1126,1126,2,540,175000
21453,988,988,1,540,180000
10678,2129,2872,2,541,285000
11404,1153,2031,2,541,222500
9100,1525,1525,2,541,235000
9600,2524,2524,2,542,278000
20544,1236,2093,2,542,215000
8158,884,1768,2,543,224900
9135,1700,1700,2,544,200000
9808,1573,1573,2,544,227000
11900,1411,1411,2,544,82500
9000,780,1375,1,544,141000
6970,1120,1120,1,544,129000
12692,3228,3228,3,546,430000
11751,1844,1844,2,546,190000
